serial_id,weakest,second,third
1,-0.70547640518099786,-0.0113885694635752,-0.04578122780766937
2,-0.0032365724173701151,0.06768864267297732,0.066875680984935723
3,0.0015502546759194103,-0.011137871818354607,-0.020706014467244429
4,0.70872147728440138,-0.012078699037397757,-0.04431345620724287
5,-0.0011160030151055617,-0.0034552148937453961,-0.0092524410090655314
6,0.00056758585668279676,-0.0081284818073578454,0.0081626829722176372
7,0.00032294583292989188,0.92979097698224966,0.3131575339383757
8,-0.0011488025611764031,-0.15828532046396676,0.021181626352336121
9,0.00061873364403531607,0.066387965837863674,0.012851110266582531
10,-0.00079818984405089334,-0.30377325268096617,0.93890415069859468
11,1.4192440425959745e-05,0.089130540477624129,-0.086231583955459365
12,0.00013740667938585074,-0.027299860857663984,0.056821829574978368
