serial_id,weakest,second,third
1,-0.70547640518086685,-0.0113885694637192,-0.045781227808156806
2,-0.0032365724173562347,0.067688642673058755,0.066875680985232916
3,0.0015502546759117177,-0.011137871818380805,-0.020706014467338271
4,0.70872147728453172,-0.012078699037542492,-0.044313456207709864
5,-0.0011160030151042099,-0.0034552148937430586,-0.0092524410090515895
6,0.00056758585667667221,-0.0081284818073581264,0.0081626829722136786
7,0.00032294583293158931,0.92979097698228841,0.3131575339381571
8,-0.0011488025611867026,-0.15828532046397328,0.021181626352321351
9,0.00061873364403322053,0.066387965837867033,0.012851110266576425
10,-0.00079818984405252507,-0.30377325268081878,0.93890415069859789
11,1.4192440424436864e-05,0.089130540477610432,-0.086231583955471244
12,0.00013740667938798605,-0.027299860857655598,0.056821829574977632
