serial_id,weakest,second,third
1,-0.70547649842329874,-0.011388276264312033,-0.045780229628441839
2,-0.0032366012908141666,0.067688479038616481,0.066875064622647848
3,0.001550270748724049,-0.01113781935256208,-0.020705819939816524
4,0.70872138432472975,-0.01207839829471812,-0.044312477738024325
5,-0.0011160057772549362,-0.0034552207150921246,-0.0092524688102370266
6,0.00056759858388163542,-0.0081284807426685035,0.0081626909804940733
7,0.00032294225525605409,0.92979090321540436,0.31315796347369962
8,-0.0011487810771661615,-0.15828531506546495,0.021181662275019157
9,0.00061873798864213285,0.066387961254535666,0.012851121146558052
10,-0.00079818646418555695,-0.30377353344430641,0.93890415054119047
11,1.4195602345623934e-05,0.089130569790750847,-0.086231566496173126
12,0.00013740223955812961,-0.027299877930317781,0.056821833469046235
