serial_id,weakest,second,third
1,2.5212589683951088e-05,-0.00020895586168508186,3.0337400565526296e-05
2,-0.00013540940290395842,0.0013630344532382223,-0.0002065366028252966
3,0.0002011009469773351,-0.0020798023880741461,0.00031440851430810751
4,-7.4654264719194936e-05,0.00049579705159977011,-7.0332667687650886e-05
5,7.9067834109438725e-05,-0.000722744894637622,0.00010728280348132393
6,-9.94273166877988e-06,0.00011584137698871019,-1.7794192482363479e-05
7,2.4072387950627895e-06,-2.133901473604035e-05,3.1666906690017805e-06
8,-6.2318095005295349e-06,6.030235309153624e-05,-9.082498652748371e-06
9,-0.00013326274143000855,0.0012609861518132726,-0.00019064365253147631
10,0.00040721881726658361,-0.0038298230633629165,0.00057202150250564574
11,-0.00079186902497536732,0.0062031634436621897,-0.00090022389184217478
12,-5.2535408446768592e-05,4.7197224960415133e-05,4.1192032647092657e-07
13,-0.00017915129018823632,0.002202330270911209,-0.00034661985034694189
14,0.00012055493337901317,-0.0015282844302287786,0.00024279343197594413
15,-0.0001041323163423699,0.0012623687069212468,-0.00020118538916925161
16,-0.00011141463625759465,0.0013451752416634853,-0.00021374040581914272
17,4.6222391156970033e-05,-0.0007503107257983225,0.00012361505886515934
18,5.9529673423172029e-05,-0.00084040909919656846,0.00013623705072452616
19,-3.6100525236489803e-05,0.00058962647779911331,-9.768425755401526e-05
20,0.00017912438788371157,-0.0019102539968607773,0.00027717124698865017
21,-0.0011571792450079915,0.0086645548898556506,-0.0012128801165802777
22,0.0021449158174938177,-0.013937222881483226,0.0019213576027525203
23,5.0841778398403605e-05,0.0001229400290537432,-2.48430353971296e-05
24,0.00044840215028693229,-0.003802631073342166,0.00053912133375614993
25,-0.00013059867239548114,0.001284322513965531,-0.00018283587905161194
26,0.00017338491686658562,-0.0012787326543740583,0.00018269823814554475
27,-2.1004469425754423e-05,0.00020349674776393514,-2.9707306500420471e-05
28,1.2571885657275483e-05,-0.00017768814739646958,2.6833678838356081e-05
29,8.7585736134241613e-06,-5.1281013410050555e-05,7.0690690966169122e-06
30,-1.0384873518966559e-05,0.0001008849594115393,-1.4840736192850488e-05
31,-0.00092584090582786653,0.006078136925720172,-0.00086971977550719711
32,0.0039543457070389913,-0.020468703529707959,0.0029089476687022059
33,-0.0058111201895495006,0.028519106277170476,-0.0039600744244104634
34,0.000254762820787278,-0.0025276627795528944,0.00028458716379579062
35,-0.0016660112974455231,0.009775961462364112,-0.0014204598534157445
36,0.0006213400906409732,-0.0038111522244813718,0.00058288444296876127
37,3.9690063474376118e-06,0.00025737649247636608,-4.3372816863837908e-05
38,-3.0439801474109538e-06,0.0010689012904519862,-0.0001588689627044573
39,0.00013319906329746026,-0.0011456352347628508,0.00016669194126751256
40,2.7184164863082857e-05,-0.0002258224139530772,3.2655423697094836e-05
41,0.003296327481536522,-0.014716506079139123,0.0018680609706593118
